,Title,Book-Author,Image-URL-M_x,tags
6557,Phobos,Ty Drago,http://images.amazon.com/images/P/0765305445.01.MZZZZZZZ.jpg,"['science', 'fiction', 'young', 'adult', 'romance', 'fantasy', 'fiction', 'france', 'dystopia', 'space', 'novels', 'mystery', 'tydrago', 'phobos', '#1']"
6558,City of Illusions,Ursula K. Le Guin,http://images.amazon.com/images/P/0441107060.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'fantasy', 'science', 'fiction', 'fantasy', 'speculative', 'fiction', 'novels', 'post', 'apocalyptic', 'american', 'audiobook', '20th', 'century', 'ursulak.leguin', 'hainish', 'cycle', '#3']"
6561,Devil May Care,Elizabeth Peters,http://images.amazon.com/images/P/0380731150.01.MZZZZZZZ.jpg,"['high', 'school', 'romance', 'sports', 'contemporary', 'new', 'adult', 'school', 'young', 'adult', 'contemporary', 'romance', 'sports', 'romance', 'elizabethpeters', 'boys', 'of', 'preston', 'prep', '#1']"
6563,Leaven of Malice,Robertson Davies,http://images.amazon.com/images/P/0140054332.01.MZZZZZZZ.jpg,"['fiction', 'canada', 'literary', 'fiction', 'literature', 'humor', 'novels', '20th', 'century', 'contemporary', 'classics', 'audiobook', 'robertsondavies', 'the', 'salterton', 'trilogy', '#2']"
6564,A Live Coal in the Sea,Madeleine L'Engle,http://images.amazon.com/images/P/0374189897.01.MZZZZZZZ.jpg,"['fiction', 'adult', 'young', 'adult', 'contemporary', 'adult', 'fiction', 'literary', 'fiction', 'literature', 'novels', 'modern', 'family', ""madeleinel'engle"", 'camilla', '#2']"
6565,The Devil You Know,Poppy Z. Brite,http://images.amazon.com/images/P/1931081727.01.MZZZZZZZ.jpg,"['urban', 'fantasy', 'paranormal', 'demons', 'fantasy', 'paranormal', 'romance', 'romance', 'fiction', 'supernatural', 'adult', 'magic', 'poppyz.brite', 'morgan', 'kingsley', '#2']"
6568,Centaur Aisle,Piers Anthony,http://images.amazon.com/images/P/0345297709.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'humor', 'science', 'fiction', 'fantasy', 'young', 'adult', 'magic', 'science', 'fiction', 'adventure', 'comedy', 'high', 'fantasy', 'piersanthony', 'xanth', '#4']"
6571,I Wish I Had a Red Dress,Pearl Cleage,http://images.amazon.com/images/P/0380804883.01.MZZZZZZZ.jpg,"['fiction', 'african', 'american', 'chick', 'lit', 'contemporary', 'african', 'american', 'literature', 'womens', 'novels', 'adult', 'feminism', 'romance', 'pearlcleage', 'idlewild', '#2']"
6573,Deception on His Mind,Elizabeth George,http://images.amazon.com/images/P/0553102346.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'crime', 'mystery', 'thriller', 'thriller', 'detective', 'british', 'literature', 'murder', 'mystery', 'contemporary', 'adult', 'elizabethgeorge', 'inspector', 'lynley', '#9']"
6576,Life Blood,Thomas Hoover,http://images.amazon.com/images/P/0786013133.01.MZZZZZZZ.jpg,"['', 'thomashoover', 'life', 'blood', '#1']"
6577,Night Frost,R. D. Wingfield,http://images.amazon.com/images/P/0553571672.01.MZZZZZZZ.jpg,"['mystery', 'crime', 'fiction', 'british', 'literature', 'detective', 'thriller', 'police', 'humor', 'mystery', 'thriller', 'audiobook', 'r.d.wingfield', 'inspector', 'frost', '#3']"
6578,Make Way for Lucia,E. F. Benson,http://images.amazon.com/images/P/0060915080.01.MZZZZZZZ.jpg,"['fiction', 'humor', 'classics', 'british', 'literature', 'literature', 'comedy', 'e.f.benson', 'the', 'mapp', '&', 'lucia', 'novels', '#1-6']"
6579,Other,Tryon,http://images.amazon.com/images/P/0449240886.01.MZZZZZZZ.jpg,"['young', 'adult', 'fantasy', 'paranormal', 'werewolves', 'urban', 'fantasy', 'shapeshifters', 'romance', 'supernatural', 'magic', 'teen', 'tryon', 'other', '#1']"
6580,Madwand,Roger Zelazny,http://images.amazon.com/images/P/0441515118.01.MZZZZZZZ.jpg,"['fantasy', 'science', 'fiction', 'fiction', 'science', 'fiction', 'fantasy', 'literature', 'adult', 'novels', 'rogerzelazny', 'the', 'changeling', 'saga', '#2']"
6581,Shock Wave,Clive Cussler,http://images.amazon.com/images/P/0671020552.01.MZZZZZZZ.jpg,"['fiction', 'adventure', 'thriller', 'action', 'mystery', 'suspense', 'mystery', 'thriller', 'historical', 'fiction', 'novels', 'espionage', 'clivecussler', 'dirk', 'pitt', '#13']"
6582,The Time Wanderers,Arkady Strugatsky,http://images.amazon.com/images/P/0312910207.01.MZZZZZZZ.jpg,"['science', 'fiction', 'russia', 'fiction', 'russian', 'literature', 'fantasy', 'novels', 'science', 'fiction', 'fantasy', '20th', 'century', 'speculative', 'fiction', 'dystopia', 'arkadystrugatsky', 'максим', 'каммерер', '#3']"
6583,Collision Course,Raymond Derek Lygo,http://images.amazon.com/images/P/1857765141.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'historical', 'fiction', 'adventure', 'middle', 'grade', 'childrens', 'young', 'adult', 'juvenile', 'suspense', 'action', 'raymonddereklygo', 'titanic', '#2']"
6584,Souls in the Great Machine,Sean McMullen,http://images.amazon.com/images/P/0312872569.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'steampunk', 'post', 'apocalyptic', 'fantasy', 'dystopia', 'science', 'fiction', 'fantasy', 'australia', 'unfinished', 'apocalyptic', 'seanmcmullen', 'greatwinter', '#1']"
6586,The Book of Night with Moon,Diane Duane,http://images.amazon.com/images/P/0446673021.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'young', 'adult', 'cats', 'animals', 'urban', 'fantasy', 'magic', 'science', 'fiction', 'fantasy', 'science', 'fiction', 'contemporary', 'dianeduane', 'feline', 'wizards', '#1']"
6588,Harris and Me,GARY PAULSEN,http://images.amazon.com/images/P/0440409942.01.MZZZZZZZ.jpg,"['young', 'adult', 'fiction', 'humor', 'realistic', 'fiction', 'childrens', 'middle', 'grade', 'historical', 'fiction', 'adventure', 'juvenile', 'banned', 'books', 'garypaulsen', 'tales', 'to', 'tickle', 'the', 'funnybone', '#2']"
6589,Three Act Tragedy,Agatha Christie,http://images.amazon.com/images/P/0745143954.01.MZZZZZZZ.jpg,"['mystery', 'crime', 'fiction', 'classics', 'detective', 'mystery', 'thriller', 'british', 'literature', 'audiobook', 'murder', 'mystery', 'adult', 'agathachristie', 'hercule', 'poirot', '#11']"
6590,No Love Lost,Helen Van Slyke,http://images.amazon.com/images/P/0553145126.01.MZZZZZZZ.jpg,"['', 'helenvanslyke', 'no', 'love', 'lost']"
6592,Wasteland,Francesca Lia Block,http://images.amazon.com/images/P/006028644X.01.MZZZZZZZ.jpg,"['dystopia', 'young', 'adult', 'science', 'fiction', 'post', 'apocalyptic', 'fiction', 'apocalyptic', 'fantasy', 'survival', 'teen', 'action', 'francescaliablock', 'wasteland', '#1']"
6593,StarGate: A Novel,Dean Devlin,http://images.amazon.com/images/P/0451184106.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'fantasy', 'media', 'tie', 'in', 'archaeology', 'egypt', 'adventure', 'historical', 'fiction', 'novels', 'aliens', 'deandevlin', 'stargate', '#0.5']"
6594,The X-Files: Fight the Future,Elizabeth Hand,http://images.amazon.com/images/P/0061059323.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'paranormal', 'novels', 'thriller', 'tv', 'adventure', 'horror', 'the', 'united', 'states', 'of', 'america', 'media', 'tie', 'in', 'elizabethhand', 'the', 'x-files', '#7']"
6596,Rivals,Janet Dailey,http://images.amazon.com/images/P/0449146138.01.MZZZZZZZ.jpg,"['fiction', 'chick', 'lit', 'romance', 'contemporary', 'modern', 'humor', 'british', 'literature', 'horses', 'adult', 'literary', 'fiction', 'janetdailey', 'rutshire', 'chronicles', '#2']"
6599,Asterix in Britain,Goscinny,http://images.amazon.com/images/P/0340172215.01.MZZZZZZZ.jpg,"['comics', 'graphic', 'novels', 'bande', 'dessinée', 'fiction', 'humor', 'france', 'historical', 'fiction', 'graphic', 'novels', 'comics', 'childrens', 'comic', 'book', 'goscinny', 'astérix', '#8']"
6600,Clea,Lawrence Durrell,http://images.amazon.com/images/P/0525470832.01.MZZZZZZZ.jpg,"['fiction', 'classics', 'historical', 'fiction', 'literature', 'egypt', 'novels', 'literary', 'fiction', 'africa', '20th', 'century', 'british', 'literature', 'lawrencedurrell', 'alexandria', 'quartet', '#4']"
6601,A Cat's Life: Dulcy's Story,Dee Ready,http://images.amazon.com/images/P/0517588722.01.MZZZZZZZ.jpg,"['cats', 'animals', 'deeready', 'dulcy', '#1']"
6602,Bleeding Hearts,Josh Aterovis,http://images.amazon.com/images/P/1930928688.01.MZZZZZZZ.jpg,"['vampires', 'young', 'adult', 'paranormal', 'fantasy', 'romance', 'paranormal', 'romance', 'supernatural', 'fiction', 'urban', 'fantasy', 'young', 'adult', 'paranormal', 'joshaterovis', 'drake', 'chronicles', '#4']"
6604,The Book of the Dun Cow,Walter Wangerin,http://images.amazon.com/images/P/0060574607.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'animals', 'classics', 'christian', 'christian', 'fiction', 'religion', 'young', 'adult', 'science', 'fiction', 'fantasy', 'novels', 'walterwangerin', 'chauntecleer', 'the', 'rooster', '#1']"
6608,The Sentinel,Gerald Petievich,http://images.amazon.com/images/P/0425188795.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'short', 'stories', 'science', 'fiction', 'fantasy', 'classics', 'anthologies', 'space', 'speculative', 'fiction', 'collections', 'fantasy', 'geraldpetievich', 'the', 'collected', 'stories', 'of', 'arthur', 'c', 'clarke', '#2']"
6611,Spur of the Moment,Theresa Alan,http://images.amazon.com/images/P/0758204809.01.MZZZZZZZ.jpg,"['romance', 'time', 'travel', 'medieval', 'fantasy', 'historical', 'fiction', 'historical', 'paranormal', 'historical', 'romance', 'adventure', 'science', 'fiction', 'theresaalan', 'bronwyn', 'chase', '#1']"
6612,Compromising Positions,Susan Isaacs,http://images.amazon.com/images/P/0515093025.01.MZZZZZZZ.jpg,"['romance', 'contemporary', 'romance', 'contemporary', 'fiction', 'chick', 'lit', 'erotica', 'erotic', 'romance', 'adult', 'suspense', 'amazon', 'susanisaacs', 'invested', 'in', 'love', '#1']"
6614,The Problems of Philosophy,"Bertrand Russell, 3d Earl Russell",http://images.amazon.com/images/P/0195002121.01.MZZZZZZZ.jpg,"['philosophy', 'nonfiction', 'classics', 'british', 'literature', 'history', 'science', '20th', 'century', 'essays', 'metaphysics', 'theory', 'bertrandrussell,3dearlrussell', 'great', 'books', 'in', 'philosophy']"
6615,The Charmed Sphere,Catherine Asaro,http://images.amazon.com/images/P/037380203X.01.MZZZZZZZ.jpg,"['fantasy', 'romance', 'magic', 'fiction', 'fantasy', 'romance', 'high', 'fantasy', 'adult', 'science', 'fiction', 'fantasy', 'science', 'fiction', 'young', 'adult', 'catherineasaro', 'lost', 'continent', '#1']"
6616,The World on Blood,Jonathan Nasaw,http://images.amazon.com/images/P/0525940669.01.MZZZZZZZ.jpg,"['horror', 'vampires', 'fiction', 'fantasy', 'thriller', 'paranormal', 'dark', 'fantasy', 'urban', 'fantasy', 'jonathannasaw', 'james', 'whistler', '#1']"
6618,Falling,Colin Thubron,http://images.amazon.com/images/P/1850893799.01.MZZZZZZZ.jpg,"['romance', 'new', 'adult', 'abuse', 'contemporary', 'romance', 'contemporary', 'dark', 'erotica', 'college', 'adult', 'audiobook', 'colinthubron', 'fading', '#3']"
6620,A House Like a Lotus,MADELEINE L'ENGLE,http://images.amazon.com/images/P/0440936853.01.MZZZZZZZ.jpg,"['young', 'adult', 'fiction', 'fantasy', 'childrens', 'romance', 'teen', 'science', 'fiction', 'classics', 'coming', 'of', 'age', 'american', ""madeleinel'engle"", ""o'keefe"", 'family', '#3']"
6622,Lucky Starr and the Oceans of Venus,Paul French,http://images.amazon.com/images/P/0345350103.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'young', 'adult', 'science', 'fiction', 'fantasy', 'adventure', 'space', 'opera', 'juvenile', 'collections', 'mystery', 'childrens', 'paulfrench', 'lucky', 'starr', '#3']"
6623,Siege,Domini Taylor,http://images.amazon.com/images/P/0061002690.01.MZZZZZZZ.jpg,"['thriller', 'crime', 'fiction', 'mystery', 'thriller', 'mystery', 'action', 'adventure', 'suspense', 'terrorism', 'contemporary', 'dominitaylor', 'scope', '#1']"
6626,Ritual,William Heffernan,http://images.amazon.com/images/P/0451163974.01.MZZZZZZZ.jpg,"['thriller', 'crime', 'mystery', 'fiction', 'horror', 'mystery', 'thriller', 'british', 'literature', 'suspense', 'detective', 'audiobook', 'williamheffernan', 'jack', 'caffery', '#3']"
6628,Cyclops,Clive Cussler,http://images.amazon.com/images/P/0671576836.01.MZZZZZZZ.jpg,"['adventure', 'fiction', 'thriller', 'action', 'mystery', 'suspense', 'mystery', 'thriller', 'historical', 'fiction', 'adult', 'contemporary', 'clivecussler', 'dirk', 'pitt', '#8']"
6631,Code Complete,Steve McConnell,http://images.amazon.com/images/P/1556154844.01.MZZZZZZZ.jpg,"['programming', 'computer', 'science', 'technology', 'software', 'nonfiction', 'technical', 'coding', 'computers', 'reference', 'engineering', 'stevemcconnell', 'best', 'practices']"
6632,Empress of the World,Sara Ryan,http://images.amazon.com/images/P/0142500593.01.MZZZZZZZ.jpg,"['young', 'adult', 'lgbt', 'romance', 'fiction', 'queer', 'lesbian', 'contemporary', 'realistic', 'fiction', 'gay', 'teen', 'sararyan', 'battle', 'hall', 'davies', '#1']"
6634,The Positronic Man,Isaac Asimov,http://images.amazon.com/images/P/0553561219.01.MZZZZZZZ.jpg,"['science', 'fiction', 'fiction', 'robots', 'science', 'fiction', 'fantasy', 'fantasy', 'novels', 'classics', 'engineering', 'technology', 'audiobook', 'isaacasimov', 'robot', '#0.6']"
6635,Free Fall,Kyle Mills,http://images.amazon.com/images/P/0061098027.01.MZZZZZZZ.jpg,"['romance', 'romantic', 'suspense', 'military', 'fiction', 'military', 'romance', 'suspense', 'contemporary', 'contemporary', 'romance', 'fiction', 'africa', 'mystery', 'thriller', 'kylemills', 'elite', 'force', '#4']"
6642,Amelia,Diana Palmer,http://images.amazon.com/images/P/0804109745.01.MZZZZZZZ.jpg,"['novels', 'fiction', 'family', 'childrens', 'indonesian', 'literature', 'slice', 'of', 'life', 'dianapalmer', 'anak-anak', 'mamak', '#01']"
6645,Target,Janet Morris,http://images.amazon.com/images/P/0441798179.01.MZZZZZZZ.jpg,"['young', 'adult', 'science', 'fiction', 'adventure', 'mystery', 'fantasy', 'action', 'espionage', 'fiction', 'science', 'fiction', 'fantasy', 'novels', 'janetmorris', 'jimmy', 'coates', '#2']"
6647,Old Mother West Wind,Thornton W Burgess,http://images.amazon.com/images/P/0316116556.01.MZZZZZZZ.jpg,"['childrens', 'classics', 'fiction', 'animals', 'fantasy', 'nature', 'picture', 'books', 'chapter', 'books', 'juvenile', '2nd', 'grade', 'thorntonwburgess', 'old', 'mother', 'west', 'wind', '#1']"
6648,Nowhere To Run,Mary Jane Clark,http://images.amazon.com/images/P/0312988699.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'thriller', 'suspense', 'westerns', 'crime', 'mystery', 'thriller', 'adventure', 'detective', 'action', 'maryjaneclark', 'joe', 'pickett', '#10']"
6649,Sammy Keyes and the Skeleton Man,Wendelin Van Draanen,http://images.amazon.com/images/P/0375800549.01.MZZZZZZZ.jpg,"['mystery', 'young', 'adult', 'middle', 'grade', 'fiction', 'childrens', 'realistic', 'fiction', 'juvenile', 'mystery', 'thriller', 'contemporary', 'audiobook', 'wendelinvandraanen', 'sammy', 'keyes', '#2']"
6650,The A-List,Zoey Dean,http://images.amazon.com/images/P/0316734357.01.MZZZZZZZ.jpg,"['young', 'adult', 'chick', 'lit', 'fiction', 'contemporary', 'romance', 'teen', 'high', 'school', 'realistic', 'fiction', 'drama', 'childrens', 'zoeydean', 'a-list', '#1']"
6651,Live Girls,Ray Garton,http://images.amazon.com/images/P/0759239630.01.MZZZZZZZ.jpg,"['horror', 'vampires', 'fiction', 'paranormal', 'splatterpunk', 'fantasy', 'supernatural', 'novels', 'thriller', 'speculative', 'fiction', 'raygarton', 'davey', 'owen', '#1']"
6653,Pilgrim's Rest,Patricia Wentworth,http://images.amazon.com/images/P/0061044024.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'british', 'literature', 'cozy', 'mystery', 'crime', 'historical', 'fiction', 'golden', 'age', 'mystery', 'romance', 'classics', 'mystery', 'thriller', 'patriciawentworth', 'miss', 'silver', '#10']"
6654,Breaking Even,Elizabeth Fackler,http://images.amazon.com/images/P/0765343568.01.MZZZZZZZ.jpg,"['romance', 'humor', 'contemporary', 'romance', 'contemporary', 'new', 'adult', 'adult', 'fiction', 'm', 'f', 'romance', 'family', 'comedy', 'elizabethfackler', 'sterling', 'shore', '#5']"
6655,Nowhere,Thomas Berger,http://images.amazon.com/images/P/0385294018.01.MZZZZZZZ.jpg,"['young', 'adult', 'dystopia', 'science', 'fiction', 'fiction', 'crime', 'mystery', 'thomasberger', 'nowhere', '#1']"
6656,Save the Last Dance for Me,Dyan Sheldon,http://images.amazon.com/images/P/0816737940.01.MZZZZZZZ.jpg,"['young', 'adult', 'paranormal', 'romance', 'dyansheldon', 'haunted', '#2']"
6657,Choices,Nancy Toder,http://images.amazon.com/images/P/1555830617.01.MZZZZZZZ.jpg,"['vampires', 'reverse', 'harem', 'erotica', 'paranormal', 'paranormal', 'romance', 'nancytoder', 'forever', '#4']"
6666,Walking on Water,Gemma O'Conner,http://images.amazon.com/images/P/0515135976.01.MZZZZZZZ.jpg,"['fiction', 'inspirational', 'christian', 'fiction', 'adult', 'fiction', 'christian', 'adult', 'audiobook', 'contemporary', 'novels', 'spirituality', ""gemmao'conner"", 'the', 'walk', '#5']"
6668,Five Run Away Together,Enid Blyton,http://images.amazon.com/images/P/0340024623.01.MZZZZZZZ.jpg,"['childrens', 'adventure', 'fiction', 'mystery', 'classics', 'young', 'adult', 'middle', 'grade', 'british', 'literature', 'novels', 'juvenile', 'enidblyton', 'the', 'famous', 'five', '#3']"
6669,Silent Melody,Mary Balogh,http://images.amazon.com/images/P/0425158624.01.MZZZZZZZ.jpg,"['romance', 'historical', 'romance', 'historical', 'historical', 'fiction', 'georgian', 'regency', 'fiction', 'regency', 'romance', 'mystery', 'british', 'literature', 'marybalogh', 'georgian', '#2']"
6670,Tooth and Claw,Jo Walton,http://images.amazon.com/images/P/0765302640.01.MZZZZZZZ.jpg,"['fantasy', 'sword', 'and', 'sorcery', 'jowalton', 'frank', ""frazetta's"", 'death', 'dealer', '#3']"
6671,The Last Good Man,Kathleen Eagle,http://images.amazon.com/images/P/038081014X.01.MZZZZZZZ.jpg,"['thriller', 'mystery', 'fiction', 'crime', 'audiobook', 'mystery', 'thriller', 'suspense', 'scandinavian', 'literature', 'danish', 'denmark', 'kathleeneagle', 'niels', 'bentzon', '#1']"
6673,Illusion,Paula Volsky,http://images.amazon.com/images/P/0553560220.01.MZZZZZZZ.jpg,"['fantasy', 'young', 'adult', 'magic', 'romance', 'fiction', 'adventure', 'medieval', 'urban', 'fantasy', 'paulavolsky', 'the', 'grimoire', 'saga', '#4']"
6679,Backlash,Paula Gosling,http://images.amazon.com/images/P/0373260822.01.MZZZZZZZ.jpg,"['bdsm', 'm', 'm', 'romance', 'dark', 'menage', 'm', 'm', 'm', 'abuse', 'thriller', 'romance', 'erotica', 'contemporary', 'paulagosling', ""don't"", '#4']"
6680,A Gown of Spanish Lace,Janette Oke,http://images.amazon.com/images/P/0764220179.01.MZZZZZZZ.jpg,"['christian', 'fiction', 'historical', 'fiction', 'christian', 'fiction', 'romance', 'historical', 'christian', 'romance', 'historical', 'romance', 'westerns', 'adult', 'fiction', 'janetteoke', 'women', 'of', 'the', 'west', '#11']"
6681,The Medusa and the Snail: More Notes of a Biology Watcher,Lewis Thomas,http://images.amazon.com/images/P/055313406X.01.MZZZZZZZ.jpg,"['science', 'nonfiction', 'essays', 'biology', 'nature', 'natural', 'history', 'animals', 'medicine', 'philosophy', 'evolution', 'lewisthomas', 'notes', 'of', 'a', 'biology', 'watcher', '#2']"
6684,Hooked,Stef Ann Holm,http://images.amazon.com/images/P/0671019414.01.MZZZZZZZ.jpg,"['young', 'adult', 'romance', 'contemporary', 'sports', 'realistic', 'fiction', 'new', 'adult', 'high', 'school', 'contemporary', 'romance', 'fiction', 'chick', 'lit', 'stefannholm', 'hooked', '#1']"
6685,Personal Injuries,Scott Turow,http://images.amazon.com/images/P/0374281947.01.MZZZZZZZ.jpg,"['', 'scottturow', 'lawyers', 'gone', 'bad', '#2']"
6688,Well Groomed,Fiona Walker,http://images.amazon.com/images/P/034066049X.01.MZZZZZZZ.jpg,"['fiction', 'chick', 'lit', 'contemporary', 'british', 'literature', 'romance', 'contemporary', 'romance', 'fionawalker', 'tash', 'french', '#2']"
6689,Live Bait,P. J. Tracy,http://images.amazon.com/images/P/0399151478.01.MZZZZZZZ.jpg,"['mystery', 'thriller', 'crime', 'fiction', 'mystery', 'thriller', 'suspense', 'detective', 'murder', 'mystery', 'audiobook', 'contemporary', 'p.j.tracy', 'monkeewrench', '#2']"
6691,The Burden of Proof,Scott Turow,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,"['fiction', 'mystery', 'thriller', 'legal', 'thriller', 'crime', 'mystery', 'thriller', 'suspense', 'law', 'adult', 'fiction', 'novels', 'scottturow', 'kindle', 'county', 'legal', 'thriller', '#2']"
6693,The Age of Darkness,Caza,http://images.amazon.com/images/P/1882931734.01.MZZZZZZZ.jpg,"['comics', 'fantasy', 'graphic', 'novels', 'fiction', 'caza', ""l'âge"", ""d'ombre"", '#1-2']"
6694,Blood and Sand,Rosemary Sutcliff,http://images.amazon.com/images/P/0340415185.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'young', 'adult', 'fantasy', 'historical', 'romance', 'young', 'adult', 'fantasy', 'retellings', 'young', 'adult', 'historical', 'fiction', 'adventure', 'fiction', 'rosemarysutcliff', 'blood', 'and', 'sand', '#1']"
6695,The Element of Fire,Martha Wells,http://images.amazon.com/images/P/0312853742.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'steampunk', 'science', 'fiction', 'fantasy', 'epic', 'fantasy', 'science', 'fiction', 'fae', 'magic', 'high', 'fantasy', 'speculative', 'fiction', 'marthawells', 'ile-rien', '#1']"
6697,Belgravia,Charlotte Bingham,http://images.amazon.com/images/P/055340427X.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'fiction', 'historical', 'romance', 'audiobook', 'british', 'literature', 'adult', 'victorian', 'adult', 'fiction', '19th', 'century', 'charlottebingham', 'belgravia', '#1-11']"
6698,Trapped!,Arthur Roth,http://images.amazon.com/images/P/0590326295.01.MZZZZZZZ.jpg,"['mystery', 'middle', 'grade', 'fiction', 'childrens', 'audiobook', 'cultural', 'juvenile', 'adventure', 'arthurroth', 'framed', '#3']"
6699,Hideaway,Dean R. Koontz,http://images.amazon.com/images/P/042513525X.01.MZZZZZZZ.jpg,"['romance', 'new', 'adult', 'dark', 'contemporary', 'suspense', 'contemporary', 'romance', 'abuse', 'romantic', 'suspense', 'adult', 'audiobook', 'deanr.koontz', ""devil's"", 'night', '#2']"
6704,The Good Life,Ben Bradlee,http://images.amazon.com/images/P/0684808943.01.MZZZZZZZ.jpg,"['fiction', 'new', 'york', 'contemporary', 'novels', 'literary', 'fiction', 'adult', 'fiction', 'literature', 'american', 'fiction', 'american', 'audiobook', 'benbradlee', 'the', 'calloway', 'trilogy', '#2']"
6705,P.S. Longer Letter Later,Paula Danziger,http://images.amazon.com/images/P/0590213113.01.MZZZZZZZ.jpg,"['young', 'adult', 'childrens', 'middle', 'grade', 'fiction', 'realistic', 'fiction', 'contemporary', 'juvenile', 'teen', 'chick', 'lit', 'school', 'pauladanziger', 'elizabeth', 'and', 'tara*starr', '#1']"
6707,The Beautiful Room Is Empty,Edmund White,http://images.amazon.com/images/P/0345351517.01.MZZZZZZZ.jpg,"['fiction', 'lgbt', 'gay', 'queer', 'gay', 'fiction', 'novels', 'american', 'literature', '20th', 'century', 'literary', 'fiction', 'edmundwhite', 'the', 'edmund', 'trilogy', '#2']"
6708,Thunder on the Mountain,David Poyer,http://images.amazon.com/images/P/0312864949.01.MZZZZZZZ.jpg,"['', 'davidpoyer', 'hemlock', 'county', '#4']"
6709,A Winter Haunting,Dan Simmons,http://images.amazon.com/images/P/0380817160.01.MZZZZZZZ.jpg,"['horror', 'fiction', 'mystery', 'paranormal', 'ghosts', 'supernatural', 'fantasy', 'audiobook', 'suspense', 'thriller', 'dansimmons', 'seasons', 'of', 'horror', '#4']"
6711,"Ogre, Ogre",Piers Anthony,http://images.amazon.com/images/P/0345301870.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'humor', 'science', 'fiction', 'fantasy', 'young', 'adult', 'science', 'fiction', 'magic', 'adventure', 'comedy', 'adult', 'piersanthony', 'xanth', '#5']"
6712,A Fistful of Sky,Nina Kiriki Hoffman,http://images.amazon.com/images/P/0441009751.01.MZZZZZZZ.jpg,"['fantasy', 'urban', 'fantasy', 'young', 'adult', 'fiction', 'magic', 'paranormal', 'contemporary', 'romance', 'witches', 'science', 'fiction', 'fantasy', 'ninakirikihoffman', 'lazelle', '#1']"
6714,The Sweet Forever,George P. Pelecanos,http://images.amazon.com/images/P/044023493X.01.MZZZZZZZ.jpg,"['crime', 'fiction', 'mystery', 'novels', 'mystery', 'thriller', 'thriller', 'historical', 'fiction', 'dc', 'comics', 'the', 'united', 'states', 'of', 'america', 'american', 'georgep.pelecanos', 'd.c', 'quartet', '#3']"
6715,The Complete Book of Swords,Fred Saberhagen,http://images.amazon.com/images/P/1568650094.01.MZZZZZZZ.jpg,"['fantasy', 'fiction', 'science', 'fiction', 'fantasy', 'science', 'fiction', 'epic', 'fantasy', 'high', 'fantasy', 'sword', 'and', 'sorcery', 'novels', 'adventure', 'fredsaberhagen', 'books', 'of', 'swords', '#1-3']"
6716,The Lifeguard,Richie Tankersley Cusick,http://images.amazon.com/images/P/0590432036.01.MZZZZZZZ.jpg,"['young', 'adult', 'horror', 'mystery', 'thriller', 'fiction', 'teen', 'romance', 'childrens', 'suspense', 'crime', 'richietankersleycusick', 'point', 'horror']"
6719,The Contest,Gordon Korman,http://images.amazon.com/images/P/0439401399.01.MZZZZZZZ.jpg,"['adventure', 'young', 'adult', 'fiction', 'realistic', 'fiction', 'middle', 'grade', 'childrens', 'survival', 'action', 'juvenile', 'contemporary', 'gordonkorman', 'everest', '#1']"
6720,So Far from the Bamboo Grove,Yoko Kawashawa Watkins,http://images.amazon.com/images/P/0688131158.01.MZZZZZZZ.jpg,"['historical', 'fiction', 'young', 'adult', 'japan', 'fiction', 'historical', 'school', 'childrens', 'world', 'war', 'ii', 'asia', 'banned', 'books', 'yokokawashawawatkins', 'so', 'far', 'from', 'the', 'bamboo', 'grove', '#1']"
6721,Missing Persons,Jack Olsen,http://images.amazon.com/images/P/0445047291.01.MZZZZZZZ.jpg,"['mystery', 'fiction', 'mystery', 'thriller', 'thriller', 'suspense', 'psychological', 'thriller', 'psychology', 'crime', 'audiobook', 'murder', 'mystery', 'jackolsen', 'alan', 'gregory', '#13']"
6723,Off the Record,Sue Welfare,http://images.amazon.com/images/P/0006513492.01.MZZZZZZZ.jpg,"['m', 'm', 'romance', 'contemporary', 'romance', 'gay', 'contemporary', 'romance', 'lgbt', 'erotic', 'romance', 'suewelfare', 'off', 'the', 'record', '#1.0']"
